brand,name,price,event,img_url
CU,비비안)면위생팬티95,9500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8808906501223.jpg
CU,비비안)면위생팬티90,9500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8808906501230.jpg
CU,오뚜기)돼지김치짜글이450,8500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801045030098.jpg
CU,오뚜기)컵밥카레밥,5400,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801045725529.jpg
CU,좋은)무표백유기농중형16P,12500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801166090049.png
CU,좋은)무표백유기농대형14P,12500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801166090056.png
CU,디어스킨)리얼모달중형16P,8600,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801260420322.jpg
CU,디어스킨)리얼모달대형14P,8600,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801260420339.jpg
CU,쏘피)무표백유기농대형16P,11500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809709260133.png
CU,가그린)초미세모칫솔,2500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8806011516446.jpg
CU,오뚜기)컵밥미역국밥,4800,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801045890289.jpg
CU,라엘)입는오버나이트M4P,10900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809641111036.png
CU,피죤)실내건조섬유플라워1,12900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801101884290.jpg
CU,CJ)한뿌리홍삼대보병100ml,5000,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801007955551.jpg
CU,바세린)립테라피S오리지널,5000,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801619047552.jpg
CU,CJ)숯불갈비맛후랑크120g,3700,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801007034980.jpg
CU,깨끗)촉앤감프리미엄24롤,35800,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801260114474.jpg
CU,동원)덴마크바나바나우유,2100,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801155731830.png
CU,동원)덴마크초코초코우유,2100,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801155731625.png
CU,동원)덴마크딸기딸기우유,2100,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801155731632.png
CU,미래)나무야클린3겹24롤,24000,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809848530579.png
CU,깨끗)베리베리물티슈70매,3500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801260610563.jpg
CU,오뚜기)XO교자고기324g,7200,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801045712987.jpg
CU,CJ)국산콩두부찌개용380g,5900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801007009322.jpg
CU,CJ)국산콩두부부침용380g,5900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801007034287.jpg
CU,웅진)티즐제로자몽티P500,2500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801382149743.png
CU,CJ)햇반현미귀리곤약밥,3900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801392003837.jpg
CU,CJ)햇반귀리흑미곤약밥,3900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801392003905.jpg
CU,하림)매콤후랑크70g,2400,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801492384386.jpg
CU,엘라)프로틴케어린스480ml,12900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801051292909.png
CU,엘라)프로틴케어샴푸480ml,12900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801051292916.png
CU,사조)스노우크랩킹70g,2700,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801066056169.jpg
CU,서울)마이픽딸기초코링,2200,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801115215851.jpg
CU,하림)닭가슴바오리지널80g,2900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801492375384.png
CU,하림)닭가슴바블랙페퍼80g,2900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801492377654.png
CU,삼양사)상쾌환부스터100ml,5000,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801013777260.png
CU,웅진)자연은말린복숭아500,2500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801382150206.png
CU,웅진)자연은말린자몽P500,2500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801382150220.png
CU,동원)양반나주식곰탕460g,3900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801047168263.jpg
CU,남양)아몬드데이오리지널,1700,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801069416441.png
CU,남양)아몬드데이언스위트,1700,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801069416458.png
CU,서울)강릉커피바닐라250ml,2800,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801115139904.png
CU,HK)티로그청귤녹차P500,2500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809422044430.jpg
CU,HK)티로그복숭아홍차P500,2500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809422044447.jpg
CU,좋은)무표백유기농대형4P,3900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801166091244.png
CU,좋은)무표백입는오버L4P,11200,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801166239912.png
CU,하이트)하이트논알콜캔500,2800,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801001236434.png
CU,농심)웰치제로포도P600,2000,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801043065467.png
CU,코카)코카제로레몬캔355ml,2100,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801094063283.png
CU,쏘피)내몸에순한면대4P,3400,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809299233807.png
CU,피죤)고농축섬유플라워1.6,12900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801101887635.jpg
CU,피죤)건조기용시트25매,8900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801101888694.jpg
CU,한성)바베큐직화구이바70g,2000,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801074008044.jpg
CU,CJ)100%현미밥130g,2600,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801392023200.png
CU,CJ)한식간장김자반20g,3200,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801007373218.png
CU,오뚜기)전복죽285g,4500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801045303000.png
CU,오뚜기)양송이크림스프,3800,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801045415888.jpg
CU,웅진)빅토리아청포P500ml,1800,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801382147060.jpg
CU,웅진)빅토리아파인P500ml,1800,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801382147343.jpg
CU,좋은)입는데이팬티L4P,10900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801166098991.png
CU,닥터그루트)쿨멘솔샴푸180,9900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801051297041.png
CU,피죤)액츠캡슐형세탁세제,11900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801101888854.jpg
CU,롯데)핫식스더킹피치캔355,2300,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801056234423.jpg
CU,미쟝센)데미지샴푸200ml,8000,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809643064088.jpg
CU,미쟝센)데미지린스200ml,8000,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809685746973.jpg
CU,동원)복숭아제로아이스900,4000,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801047284581.jpg
CU,유시몰)무알콜가글민트90,3900,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801051218282.jpg
CU,온더)체리블라썸비누,3000,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801051103632.jpg
