brand,name,price,event,img_url,category
7Eleven,빙그레)따옴트위스트귤파인애플1,3300,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,아띠)아톰바닐라밀크맛와퍼스틱6,1700,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,아띠)아톰초콜릿맛와퍼스틱60g,1700,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,삼경)캬라파키포켓몬초콜릿29g,2800,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,간식류
7Eleven,K리그)슛!비타민워터레몬340ml,3000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,음료
7Eleven,K리그)슛!비타민워터믹스후르츠3,3000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,음료
7Eleven,메디힐)더마플러스마스크(시카)_,2000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,유한)좋은느낌수퍼소프트울날대4,3000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,생활/위생용품
7Eleven,대한)산토리키릿토후르츠자몽청,3800,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,대한)산토리키릿토후르츠오렌지,3800,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,애경)2080칫솔_H,3000,1+1,https://www.7-eleven.co.kr/upload/product/8801046/057216.1.jpg,생활/위생용품
7Eleven,롯데)허쉬키세스쿠키앤크림52g,2700,1+1,https://www.7-eleven.co.kr/upload/product/8801062/642021.1.jpg,간식류
7Eleven,롯데)허쉬키세스아몬드52g,2700,1+1,https://www.7-eleven.co.kr/upload/product/8801062/641895.1.jpg,간식류
7Eleven,롯데)허쉬키세스밀크52g,2700,1+1,https://www.7-eleven.co.kr/upload/product/8801062/641826.1.jpg,간식류
7Eleven,P&G)다우니세탁세제1L(퍼플),16900,1+1,https://www.7-eleven.co.kr/upload/product/4987176/133601.1.jpg,생활/위생용품
7Eleven,LG)세꼼마버블항균핸드워시250_H,7900,1+1,https://www.7-eleven.co.kr/upload/product/8801051/371079.1.jpg,생활/위생용품
7Eleven,유한)좋은느낌좋은순면수퍼롱10P,10400,1+1,https://www.7-eleven.co.kr/upload/product/8801166/234122.1.jpg,기타
7Eleven,칠성)핫식스더킹피치355ml,2300,1+1,https://www.7-eleven.co.kr/upload/product/8801056/234423.1.jpg,기타
7Eleven,LG)프로틴볼륨샴푸480ml_H,12900,1+1,https://www.7-eleven.co.kr/upload/product/8801051/307023.1.jpg,생활/위생용품
7Eleven,PB)앙리마티스카페라떼250ml,3300,1+1,https://www.7-eleven.co.kr/upload/product/8801155/743161.1.jpg,음료
